Job Desc,Profile,Count,Matching title,Not matching title,Matching languages,Not matching languages,Matching Skills,Not matching Skills,Matching duration,Not matching duration,Matching work regime,Not matching work regime,Matching location,Not matching location,Matching industry,Not matching industry,Matching daily rate,Not matching daily rate,Matching company size,Not matching company size,Matching tech objectives,Not matching tech objectives,Matching availability,Not matching availability,Matching mission constraint,Not matching mision constraint
 ,Profile 10,14,Big Data Architect, ,English ,Swahili,,rest api 5 etl 4 xml 6 sas 2 analytics 3 , ,297 days,Part-time, ,Brugge 38.79073052276408, , ,Non-profit, ,950, ,Medium (50-250 employees),,aws html nlp ,Availability, ,Time constraint, 
 ,Profile 9,13, ,Big Data Architect,English ,Swahili,,rest api 5 etl 4 xml 6 sas 2 analytics 3 ,297 days, , ,Part-time, ,Liege 137.48851651688085, ,Non-profit, ,750, ,Medium (50-250 employees),aws ,html nlp ,Availability, ,Time constraint, 
 ,Profile 48,13, ,Big Data Architect,English ,Swahili,,rest api 5 etl 4 xml 6 sas 2 analytics 3 , ,297 days,Part-time, ,Charleroi 87.46772773672981, , ,Non-profit, ,750, ,Small (10 - 50 employees),,aws html nlp ,Availability, ,Time constraint, 
 ,Profile 44,13, ,Big Data Architect,English ,Swahili,,rest api 5 etl 4 xml 6 sas 2 analytics 3 ,297 days, ,Part-time, , ,Antwerp 50.61493919413972, ,Non-profit, ,800,Large (250+ employees), ,,aws html nlp ,Availability, ,Time constraint, 
 ,Profile 36,13, ,Big Data Architect,English ,Swahili,,rest api 5 etl 4 xml 6 sas 2 analytics 3 , ,297 days,Part-time, , ,Chertsey 5468.5854740519035, ,Non-profit,550, , ,Medium (50-250 employees),,aws html nlp ,Availability, ,Time constraint, 
 ,Profile 29,13,Big Data Architect, ,English ,Swahili,,rest api 5 etl 4 xml 6 sas 2 analytics 3 , ,297 days,Part-time, , ,Hatfield 285.12371740642783, ,Non-profit, ,900, ,Small (10 - 50 employees),,aws html nlp ,Availability, ,Time constraint, 
 ,Profile 26,13, ,Big Data Architect,English ,Swahili,,rest api 5 etl 4 xml 6 sas 2 analytics 3 ,297 days, ,Part-time, , ,Chertsey 5468.5854740519035, ,Non-profit, ,950, ,Small (10 - 50 employees),,aws html nlp ,Availability, ,Time constraint, 
 ,Profile 18,13,Big Data Architect, ,English ,Swahili,,rest api 5 etl 4 xml 6 sas 2 analytics 3 , ,297 days,Part-time, , ,Hatfield 285.12371740642783, ,Non-profit, ,750, ,Medium (50-250 employees),,aws html nlp ,Availability, ,Time constraint, 
 ,Profile 16,13,Big Data Architect, ,English ,Swahili,,rest api 5 etl 4 xml 6 sas 2 analytics 3 , ,297 days, ,Part-time, ,Harlow 263.78004856303403, ,Non-profit,500, , ,Small (10 - 50 employees),,aws html nlp ,Availability, ,Time constraint, 
 ,Profile 15,13, ,Big Data Architect,English ,Swahili,,rest api 5 etl 4 xml 6 sas 2 analytics 3 , ,297 days,Part-time, , ,Canary Wharf 265.1700935168439, ,Non-profit,550, ,Large (250+ employees), ,,aws html nlp ,Availability, ,Time constraint, 
 ,Profile 43,12, ,Big Data Architect,English ,Swahili,,rest api 5 etl 4 xml 6 sas 2 analytics 3 ,297 days, , ,Part-time, ,Canary Wharf 265.1700935168439, ,Non-profit, ,850, ,Small (10 - 50 employees),,aws html nlp ,Availability, ,Time constraint, 
 ,Profile 41,12, ,Big Data Architect,English ,Swahili,,rest api 5 etl 4 xml 6 sas 2 analytics 3 ,297 days, , ,Part-time, ,Liege 137.48851651688085, ,Non-profit, ,950, ,Small (10 - 50 employees),,aws html nlp ,Availability, ,Time constraint, 
 ,Profile 40,12,Big Data Architect, ,English ,Swahili,xml 6 ,rest api 5 etl 4 sas 2 analytics 3 , ,297 days, ,Part-time,Brussels 49.58272246277507, , ,Non-profit, ,650, ,Medium (50-250 employees),,aws html nlp , ,Availability, ,Time constraint
 ,Profile 39,12, ,Big Data Architect,English ,Swahili,,rest api 5 etl 4 xml 6 sas 2 analytics 3 , ,297 days, ,Part-time, ,Canary Wharf 265.1700935168439, ,Non-profit, ,650, ,Medium (50-250 employees),nlp ,aws html ,Availability, ,Time constraint, 
 ,Profile 37,12, ,Big Data Architect,English ,Swahili,,rest api 5 etl 4 xml 6 sas 2 analytics 3 , ,297 days,Part-time, , ,Cheshunt 270.6084451468559, ,Non-profit, ,650, ,Medium (50-250 employees),,aws html nlp ,Availability, ,Time constraint, 
 ,Profile 27,12, ,Big Data Architect,English ,Swahili,,rest api 5 etl 4 xml 6 sas 2 analytics 3 , ,297 days, ,Part-time, ,Slough 304.61978797766113, ,Non-profit,600, , ,Medium (50-250 employees),,aws html nlp ,Availability, ,Time constraint, 
 ,Profile 24,12, ,Big Data Architect,English ,Swahili,,rest api 5 etl 4 xml 6 sas 2 analytics 3 , ,297 days,Part-time, , ,Liege 137.48851651688085, ,Non-profit, ,850, ,Medium (50-250 employees),,aws html nlp ,Availability, ,Time constraint, 
 ,Profile 17,12, ,Big Data Architect,English ,Swahili,,rest api 5 etl 4 xml 6 sas 2 analytics 3 , ,297 days, ,Part-time,Ghent 0.0, , ,Non-profit, ,950, ,Micro (1-10 employees),,aws html nlp ,Availability, ,Time constraint, 
 ,Profile 14,12,Big Data Architect, ,English ,Swahili,,rest api 5 etl 4 xml 6 sas 2 analytics 3 , ,297 days, ,Part-time, ,Brussels 49.58272246277507, ,Non-profit, ,650, ,Medium (50-250 employees),,aws html nlp ,Availability, ,Time constraint, 
 ,Profile 11,12, ,Big Data Architect,English ,Swahili,,rest api 5 etl 4 xml 6 sas 2 analytics 3 ,297 days, , ,Part-time, ,London 272.63455700746323, ,Non-profit, ,850, ,Medium (50-250 employees),,aws html nlp ,Availability, ,Time constraint, 
 ,Profile 1,12, ,Big Data Architect,English ,Swahili,,rest api 5 etl 4 xml 6 sas 2 analytics 3 , ,297 days, ,Part-time, ,Antwerp 50.61493919413972, ,Non-profit,600, ,Large (250+ employees), ,,aws html nlp ,Availability, ,Time constraint, 
 ,Profile 47,11, ,Big Data Architect,English ,Swahili,,rest api 5 etl 4 xml 6 sas 2 analytics 3 , ,297 days, ,Part-time, ,Dartford 247.89302790828245, ,Non-profit, ,700, ,Micro (1-10 employees),,aws html nlp ,Availability, ,Time constraint, 
 ,Profile 42,11, ,Big Data Architect,English ,Swahili,,rest api 5 etl 4 xml 6 sas 2 analytics 3 , ,297 days, ,Part-time, ,Brentford 285.56434899396436, ,Non-profit, ,650,Large (250+ employees), ,,aws html nlp ,Availability, ,Time constraint, 
 ,Profile 25,11, ,Big Data Architect,English ,Swahili,,rest api 5 etl 4 xml 6 sas 2 analytics 3 , ,297 days, ,Part-time, ,Liege 137.48851651688085, ,Non-profit, ,650, ,Medium (50-250 employees),,aws html nlp ,Availability, ,Time constraint, 
 ,Profile 21,11, ,Big Data Architect,English ,Swahili,rest api 5 ,etl 4 xml 6 sas 2 analytics 3 , ,297 days,Part-time, , ,Hounslow 288.016326067333, ,Non-profit, ,700, ,Micro (1-10 employees),,aws html nlp , ,Availability, ,Time constraint
 ,Profile 13,11, ,Big Data Architect,English ,Swahili,,rest api 5 etl 4 xml 6 sas 2 analytics 3 , ,297 days, ,Part-time, ,Canary Wharf 265.1700935168439, ,Non-profit, ,1000, ,Medium (50-250 employees),,aws html nlp ,Availability, ,Time constraint, 
 ,Profile 2,8,Big Data Architect, ,English ,Swahili,,rest api 5 etl 4 xml 6 sas 2 analytics 3 , ,297 days, ,Part-time,Brussels 49.58272246277507, , ,Non-profit,600, , ,Micro (1-10 employees),,aws html nlp , ,Availability, ,Time constraint
 ,Profile 38,7, ,Big Data Architect,English ,Swahili,,rest api 5 etl 4 xml 6 sas 2 analytics 3 , ,297 days,Part-time, , ,City of Westminster 273.1097343837744, ,Non-profit,600, , ,Micro (1-10 employees),,aws html nlp , ,Availability, ,Time constraint
 ,Profile 8,6, ,Big Data Architect,English ,Swahili,,rest api 5 etl 4 xml 6 sas 2 analytics 3 , ,297 days, ,Part-time, ,Harlow 263.78004856303403, ,Non-profit, ,950, ,Medium (50-250 employees),html ,aws nlp , ,Availability, ,Time constraint
 ,Profile 46,6, ,Big Data Architect,English ,Swahili,,rest api 5 etl 4 xml 6 sas 2 analytics 3 , ,297 days, ,Part-time,Antwerp 50.61493919413972, , ,Non-profit, ,950, ,Small (10 - 50 employees),,aws html nlp , ,Availability, ,Time constraint
 ,Profile 45,6, ,Big Data Architect,English ,Swahili,,rest api 5 etl 4 xml 6 sas 2 analytics 3 , ,297 days,Part-time, , ,Harlow 263.78004856303403, ,Non-profit, ,750,Large (250+ employees), ,,aws html nlp , ,Availability, ,Time constraint
 ,Profile 4,6, ,Big Data Architect,English ,Swahili,,rest api 5 etl 4 xml 6 sas 2 analytics 3 , ,297 days,Part-time, , ,Woking 299.82052055275534, ,Non-profit, ,700,Large (250+ employees), ,,aws html nlp , ,Availability, ,Time constraint
 ,Profile 19,6, ,Big Data Architect,English ,Swahili,,rest api 5 etl 4 xml 6 sas 2 analytics 3 ,297 days, , ,Part-time, ,Charleroi 87.46772773672981, ,Non-profit, ,1000, ,Micro (1-10 employees),,aws html nlp , ,Availability, ,Time constraint
 ,Profile 50,5, ,Big Data Architect,English ,Swahili,,rest api 5 etl 4 xml 6 sas 2 analytics 3 , ,297 days, ,Part-time, ,Cheshunt 270.6084451468559, ,Non-profit, ,900, ,Medium (50-250 employees),,aws html nlp , ,Availability, ,Time constraint
Job desc 10,Profile 38,23, ,Data Scientist,English ,Icelandic,tensorflow 4 deep learning 4 ,power bi 4 java 3 scala 3 , ,274 days,Part-time, ,Remote, , ,Engineering,600, , ,Micro (1-10 employees),,jira c angular , ,Availability,Budget constraint, 
 ,Profile 20,21, ,Data Scientist,English Icelandic , ,,tensorflow 4 deep learning 4 power bi 4 java 3 scala 3 ,274 days, ,Part-time, ,Remote, ,Engineering, ,850, , ,Large (250+ employees),,jira c angular ,Availability, ,Budget constraint, 
 ,Profile 26,20, ,Data Scientist,English ,Icelandic,tensorflow 4 ,deep learning 4 power bi 4 java 3 scala 3 ,274 days, ,Part-time, ,Remote, , ,Engineering,950, , ,Small (10 - 50 employees),jira ,c angular , ,Availability,Budget constraint, 
 ,Profile 24,20, ,Data Scientist,English ,Icelandic,java 3 ,tensorflow 4 deep learning 4 power bi 4 scala 3 , ,274 days,Part-time, ,Remote, , ,Engineering,850, ,Medium (50-250 employees), ,angular ,jira c ,Availability, ,Budget constraint, 
 ,Profile 9,19,Data Scientist, ,English ,Icelandic,scala 3 ,tensorflow 4 deep learning 4 power bi 4 java 3 ,274 days, , ,Part-time,Remote, , ,Engineering,750, ,Medium (50-250 employees), ,,jira c angular , ,Availability,Budget constraint, 
 ,Profile 42,19,Data Scientist, ,English Icelandic , ,,tensorflow 4 deep learning 4 power bi 4 java 3 scala 3 , ,274 days, ,Part-time,Remote, ,Engineering, ,650, , ,Large (250+ employees),,jira c angular , ,Availability,Budget constraint, 
 ,Profile 37,19,Data Scientist, ,English ,Icelandic,tensorflow 4 ,deep learning 4 power bi 4 java 3 scala 3 , ,274 days,Part-time, ,Remote, , ,Engineering,650, ,Medium (50-250 employees), ,,jira c angular , ,Availability,Budget constraint, 
 ,Profile 35,19,Data Scientist, ,English ,Icelandic,java 3 ,tensorflow 4 deep learning 4 power bi 4 scala 3 , ,274 days,Part-time, ,Remote, , ,Engineering,800, , ,Small (10 - 50 employees),,jira c angular , ,Availability,Budget constraint, 
 ,Profile 28,19, ,Data Scientist,English ,Icelandic,power bi 4 ,tensorflow 4 deep learning 4 java 3 scala 3 , ,274 days,Part-time, ,Remote, , ,Engineering,750, , ,Large (250+ employees),,jira c angular ,Availability, ,Budget constraint, 
 ,Profile 21,19, ,Data Scientist,English ,Icelandic,power bi 4 ,tensorflow 4 deep learning 4 java 3 scala 3 , ,274 days,Part-time, ,Remote, , ,Engineering,700, , ,Micro (1-10 employees),c ,jira angular , ,Availability,Budget constraint, 
 ,Profile 14,19, ,Data Scientist,English ,Icelandic,deep learning 4 ,tensorflow 4 power bi 4 java 3 scala 3 , ,274 days, ,Part-time,Remote, , ,Engineering,650, ,Medium (50-250 employees), ,angular ,jira c ,Availability, ,Budget constraint, 
 ,Profile 27,18, ,Data Scientist,English ,Icelandic,tensorflow 4 ,deep learning 4 power bi 4 java 3 scala 3 , ,274 days, ,Part-time,Remote, , ,Engineering,600, ,Medium (50-250 employees), ,,jira c angular ,Availability, ,Budget constraint, 
 ,Profile 1,18, ,Data Scientist,English ,Icelandic,tensorflow 4 ,deep learning 4 power bi 4 java 3 scala 3 , ,274 days, ,Part-time,Remote, , ,Engineering,600, , ,Large (250+ employees),,jira c angular ,Availability, ,Budget constraint, 
 ,Profile 46,17, ,Data Scientist,English ,Icelandic,java 3 ,tensorflow 4 deep learning 4 power bi 4 scala 3 , ,274 days, ,Part-time,Remote, , ,Engineering,950, , ,Small (10 - 50 employees),,jira c angular , ,Availability,Budget constraint, 
 ,Profile 12,17, ,Data Scientist,English ,Icelandic,scala 3 ,tensorflow 4 deep learning 4 power bi 4 java 3 , ,274 days, ,Part-time,Remote, , ,Engineering,700, , ,Large (250+ employees),,jira c angular , ,Availability,Budget constraint, 
 ,Profile 36,16,Data Scientist, ,English ,Icelandic,,tensorflow 4 deep learning 4 power bi 4 java 3 scala 3 , ,274 days,Part-time, ,Remote, ,Engineering, ,550, ,Medium (50-250 employees), ,,jira c angular ,Availability, ,Budget constraint, 
 ,Profile 33,16,Data Scientist, ,English ,Icelandic,,tensorflow 4 deep learning 4 power bi 4 java 3 scala 3 ,274 days, ,Part-time, ,Remote, , ,Engineering,500, , ,Small (10 - 50 employees),,jira c angular ,Availability, ,Budget constraint, 
 ,Profile 11,16,Data Scientist, ,English ,Icelandic,,tensorflow 4 deep learning 4 power bi 4 java 3 scala 3 ,274 days, , ,Part-time,Remote, , ,Engineering,850, ,Medium (50-250 employees), ,c ,jira angular ,Availability, ,Budget constraint, 
 ,Profile 7,15, ,Data Scientist,English ,Icelandic,,tensorflow 4 deep learning 4 power bi 4 java 3 scala 3 ,274 days, ,Part-time, ,Remote, ,Engineering, ,550, ,Medium (50-250 employees), ,,jira c angular , ,Availability,Budget constraint, 
 ,Profile 48,15,Data Scientist, ,English ,Icelandic,,tensorflow 4 deep learning 4 power bi 4 java 3 scala 3 , ,274 days,Part-time, ,Remote, , ,Engineering,750, , ,Small (10 - 50 employees),,jira c angular ,Availability, ,Budget constraint, 
 ,Profile 44,15, ,Data Scientist,English ,Icelandic,,tensorflow 4 deep learning 4 power bi 4 java 3 scala 3 ,274 days, ,Part-time, ,Remote, , ,Engineering,800, , ,Large (250+ employees),,jira c angular ,Availability, ,Budget constraint, 
 ,Profile 41,15,Data Scientist, ,English ,Icelandic,,tensorflow 4 deep learning 4 power bi 4 java 3 scala 3 ,274 days, , ,Part-time,Remote, , ,Engineering,950, , ,Small (10 - 50 employees),,jira c angular ,Availability, ,Budget constraint, 
 ,Profile 32,15,Data Scientist, ,English ,Icelandic,,tensorflow 4 deep learning 4 power bi 4 java 3 scala 3 ,274 days, ,Part-time, ,Remote, , ,Engineering,500, , ,Large (250+ employees),,jira c angular , ,Availability,Budget constraint, 
 ,Profile 3,15, ,Data Scientist,English ,Icelandic,,tensorflow 4 deep learning 4 power bi 4 java 3 scala 3 ,274 days, ,Part-time, ,Remote, , ,Engineering,850, ,Medium (50-250 employees), ,,jira c angular ,Availability, ,Budget constraint, 
 ,Profile 18,15, ,Data Scientist,English ,Icelandic,,tensorflow 4 deep learning 4 power bi 4 java 3 scala 3 , ,274 days,Part-time, ,Remote, , ,Engineering,750, ,Medium (50-250 employees), ,jira ,c angular ,Availability, ,Budget constraint, 
 ,Profile 6,14, ,Data Scientist,English ,Icelandic,,tensorflow 4 deep learning 4 power bi 4 java 3 scala 3 ,274 days, ,Part-time, ,Remote, , ,Engineering,700, , ,Small (10 - 50 employees),,jira c angular , ,Availability,Budget constraint, 
 ,Profile 5,14, ,Data Scientist,English ,Icelandic,,tensorflow 4 deep learning 4 power bi 4 java 3 scala 3 , ,274 days, ,Part-time,Remote, ,Engineering, ,800, ,Medium (50-250 employees), ,,jira c angular ,Availability, ,Budget constraint, 
 ,Profile 45,14, ,Data Scientist,English ,Icelandic,,tensorflow 4 deep learning 4 power bi 4 java 3 scala 3 , ,274 days,Part-time, ,Remote, , ,Engineering,750, , ,Large (250+ employees),c ,jira angular , ,Availability,Budget constraint, 
 ,Profile 43,14, ,Data Scientist,English ,Icelandic,,tensorflow 4 deep learning 4 power bi 4 java 3 scala 3 ,274 days, , ,Part-time,Remote, , ,Engineering,850, , ,Small (10 - 50 employees),c ,jira angular , ,Availability,Budget constraint, 
 ,Profile 39,14,Data Scientist, ,English ,Icelandic,,tensorflow 4 deep learning 4 power bi 4 java 3 scala 3 , ,274 days, ,Part-time,Remote, , ,Engineering,650, ,Medium (50-250 employees), ,,jira c angular ,Availability, ,Budget constraint, 
 ,Profile 34,14, ,Data Scientist,English ,Icelandic,,tensorflow 4 deep learning 4 power bi 4 java 3 scala 3 ,274 days, ,Part-time, ,Remote, , ,Engineering,950, , ,Large (250+ employees),,jira c angular , ,Availability,Budget constraint, 
 ,Profile 23,14, ,Data Scientist,English ,Icelandic,,tensorflow 4 deep learning 4 power bi 4 java 3 scala 3 ,274 days, , ,Part-time,Remote, , ,Engineering,850, ,Medium (50-250 employees), ,,jira c angular ,Availability, ,Budget constraint, 
 ,Profile 15,14, ,Data Scientist,English ,Icelandic,,tensorflow 4 deep learning 4 power bi 4 java 3 scala 3 , ,274 days,Part-time, ,Remote, , ,Engineering,550, , ,Large (250+ employees),,jira c angular ,Availability, ,Budget constraint, 
 ,Profile 10,14, ,Data Scientist,English ,Icelandic,,tensorflow 4 deep learning 4 power bi 4 java 3 scala 3 , ,274 days,Part-time, ,Remote, , ,Engineering,950, ,Medium (50-250 employees), ,,jira c angular ,Availability, ,Budget constraint, 
 ,Profile 49,13, ,Data Scientist,English ,Icelandic,,tensorflow 4 deep learning 4 power bi 4 java 3 scala 3 ,274 days, , ,Part-time,Remote, , ,Engineering,650, , ,Small (10 - 50 employees),,jira c angular , ,Availability,Budget constraint, 
 ,Profile 4,13, ,Data Scientist,English ,Icelandic,,tensorflow 4 deep learning 4 power bi 4 java 3 scala 3 , ,274 days,Part-time, ,Remote, , ,Engineering,700, , ,Large (250+ employees),,jira c angular , ,Availability,Budget constraint, 
 ,Profile 31,13, ,Data Scientist,English ,Icelandic,,tensorflow 4 deep learning 4 power bi 4 java 3 scala 3 ,274 days, , ,Part-time,Remote, , ,Engineering,600, , ,Micro (1-10 employees),,jira c angular , ,Availability,Budget constraint, 
 ,Profile 30,13, ,Data Scientist,English ,Icelandic,,tensorflow 4 deep learning 4 power bi 4 java 3 scala 3 , ,274 days,Part-time, ,Remote, , ,Engineering,750, , ,Micro (1-10 employees),,jira c angular , ,Availability,Budget constraint, 
 ,Profile 29,13, ,Data Scientist,English ,Icelandic,,tensorflow 4 deep learning 4 power bi 4 java 3 scala 3 , ,274 days,Part-time, ,Remote, , ,Engineering,900, , ,Small (10 - 50 employees),,jira c angular , ,Availability,Budget constraint, 
 ,Profile 25,13, ,Data Scientist,English ,Icelandic,,tensorflow 4 deep learning 4 power bi 4 java 3 scala 3 , ,274 days, ,Part-time,Remote, , ,Engineering,650, ,Medium (50-250 employees), ,,jira c angular ,Availability, ,Budget constraint, 
 ,Profile 22,13, ,Data Scientist,English ,Icelandic,,tensorflow 4 deep learning 4 power bi 4 java 3 scala 3 , ,274 days, ,Part-time,Remote, , ,Engineering,550, , ,Micro (1-10 employees),,jira c angular ,Availability, ,Budget constraint, 
 ,Profile 2,13,Data Scientist, ,English ,Icelandic,,tensorflow 4 deep learning 4 power bi 4 java 3 scala 3 , ,274 days, ,Part-time,Remote, , ,Engineering,600, , ,Micro (1-10 employees),,jira c angular , ,Availability,Budget constraint, 
 ,Profile 19,13, ,Data Scientist,English ,Icelandic,,tensorflow 4 deep learning 4 power bi 4 java 3 scala 3 ,274 days, , ,Part-time,Remote, , ,Engineering,1000, , ,Micro (1-10 employees),,jira c angular , ,Availability,Budget constraint, 
 ,Profile 13,13,Data Scientist, ,English ,Icelandic,,tensorflow 4 deep learning 4 power bi 4 java 3 scala 3 , ,274 days, ,Part-time,Remote, , ,Engineering,1000, ,Medium (50-250 employees), ,,jira c angular , ,Availability,Budget constraint, 
 ,Profile 8,12, ,Data Scientist,English ,Icelandic,,tensorflow 4 deep learning 4 power bi 4 java 3 scala 3 , ,274 days, ,Part-time,Remote, , ,Engineering,950, ,Medium (50-250 employees), ,,jira c angular , ,Availability,Budget constraint, 
 ,Profile 50,12, ,Data Scientist,English ,Icelandic,,tensorflow 4 deep learning 4 power bi 4 java 3 scala 3 , ,274 days, ,Part-time,Remote, , ,Engineering,900, ,Medium (50-250 employees), ,,jira c angular , ,Availability,Budget constraint, 
 ,Profile 47,12, ,Data Scientist,English ,Icelandic,,tensorflow 4 deep learning 4 power bi 4 java 3 scala 3 , ,274 days, ,Part-time,Remote, , ,Engineering,700, , ,Micro (1-10 employees),,jira c angular , ,Availability,Budget constraint, 
 ,Profile 40,12, ,Data Scientist,English ,Icelandic,,tensorflow 4 deep learning 4 power bi 4 java 3 scala 3 , ,274 days, ,Part-time,Remote, , ,Engineering,650, ,Medium (50-250 employees), ,,jira c angular , ,Availability,Budget constraint, 
 ,Profile 17,12, ,Data Scientist,English ,Icelandic,,tensorflow 4 deep learning 4 power bi 4 java 3 scala 3 , ,274 days, ,Part-time,Remote, , ,Engineering,950, , ,Micro (1-10 employees),,jira c angular , ,Availability,Budget constraint, 
 ,Profile 16,12, ,Data Scientist,English ,Icelandic,,tensorflow 4 deep learning 4 power bi 4 java 3 scala 3 , ,274 days, ,Part-time,Remote, , ,Engineering,500, , ,Small (10 - 50 employees),,jira c angular , ,Availability,Budget constraint, 
